Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
04 Almería;0-15 años;Extranjeros;Hombres;2008;11.143
04 Almería;0-15 años;Extranjeros;Hombres;2007;9.874
04 Almería;0-15 años;Extranjeros;Hombres;2006;8.741
04 Almería;0-15 años;Extranjeros;Hombres;2005;7.721
04 Almería;0-15 años;Extranjeros;Hombres;2004;6.152
04 Almería;0-15 años;Extranjeros;Hombres;2003;4.704
04 Almería;0-15 años;Extranjeros;Hombres;2002;3.076
04 Almería;0-15 años;Extranjeros;Hombres;2001;1.992
04 Almería;0-15 años;Extranjeros;Hombres;2000;1.448
04 Almería;0-15 años;Extranjeros;Hombres;1999;994
04 Almería;0-15 años;Extranjeros;Hombres;1998;801
04 Almería;0-15 años;Extranjeros;Mujeres;2022;13.677
04 Almería;0-15 años;Extranjeros;Mujeres;2021;13.471
04 Almería;0-15 años;Extranjeros;Mujeres;2020;13.379
04 Almería;0-15 años;Extranjeros;Mujeres;2019;12.602
04 Almería;0-15 años;Extranjeros;Mujeres;2018;12.107
04 Almería;0-15 años;Extranjeros;Mujeres;2017;11.899
04 Almería;0-15 años;Extranjeros;Mujeres;2016;11.946
04 Almería;0-15 años;Extranjeros;Mujeres;2015;11.830
04 Almería;0-15 años;Extranjeros;Mujeres;2014;12.166
04 Almería;0-15 años;Extranjeros;Mujeres;2013;12.315
04 Almería;0-15 años;Extranjeros;Mujeres;2012;12.629
04 Almería;0-15 años;Extranjeros;Mujeres;2011;12.217
04 Almería;0-15 años;Extranjeros;Mujeres;2010;11.803
04 Almería;0-15 años;Extranjeros;Mujeres;2009;11.202
04 Almería;0-15 años;Extranjeros;Mujeres;2008;10.339
04 Almería;0-15 años;Extranjeros;Mujeres;2007;8.998
04 Almería;0-15 años;Extranjeros;Mujeres;2006;8.001
04 Almería;0-15 años;Extranjeros;Mujeres;2005;6.982
04 Almería;0-15 años;Extranjeros;Mujeres;2004;5.570
04 Almería;0-15 años;Extranjeros;Mujeres;2003;4.146
04 Almería;0-15 años;Extranjeros;Mujeres;2002;2.674
04 Almería;0-15 años;Extranjeros;Mujeres;2001;1.697
04 Almería;0-15 años;Extranjeros;Mujeres;2000;1.201
04 Almería;0-15 años;Extranjeros;Mujeres;1999;794
04 Almería;0-15 años;Extranjeros;Mujeres;1998;685
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2022;21,79
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2021;21,44
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2020;21,06
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2019;20,01
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2018;19,25
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2017;18,89
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2016;19,12
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2015;19,04
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2014;19,69
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2013;20,04
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2012;20,72
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2011;20,17
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2010;19,73
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2009;18,97
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2008;18,00
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2007;16,35
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2006;14,77
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2005;13,27
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2004;10,83
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2003;8,34
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2002;5,55
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2001;3,61
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2000;2,60
04 Almería;0-15 años;% Extranjeros;Ambos sexos;1999;1,73
04 Almería;0-15 años;% Extranjeros;Ambos sexos;1998;1,41
04 Almería;0-15 años;% Extranjeros;Hombres;2022;21,87
04 Almería;0-15 años;% Extranjeros;Hombres;2021;21,50
04 Almería;0-15 años;% Extranjeros;Hombres;2020;21,07
04 Almería;0-15 años;% Extranjeros;Hombres;2019;20,01
04 Almería;0-15 años;% Extranjeros;Hombres;2018;19,22
04 Almería;0-15 años;% Extranjeros;Hombres;2017;18,83
04 Almería;0-15 años;% Extranjeros;Hombres;2016;19,16
04 Almería;0-15 años;% Extranjeros;Hombres;2015;19,09
04 Almería;0-15 años;% Extranjeros;Hombres;2014;19,79
04 Almería;0-15 años;% Extranjeros;Hombres;2013;20,10
04 Almería;0-15 años;% Extranjeros;Hombres;2012;20,86
04 Almería;0-15 años;% Extranjeros;Hombres;2011;20,22
04 Almería;0-15 años;% Extranjeros;Hombres;2010;19,80
04 Almería;0-15 años;% Extranjeros;Hombres;2009;19,02
04 Almería;0-15 años;% Extranjeros;Hombres;2008;18,18
04 Almería;0-15 años;% Extranjeros;Hombres;2007;16,63
04 Almería;0-15 años;% Extranjeros;Hombres;2006;14,98
04 Almería;0-15 años;% Extranjeros;Hombres;2005;13,51
04 Almería;0-15 años;% Extranjeros;Hombres;2004;11,00
04 Almería;0-15 años;% Extranjeros;Hombres;2003;8,58
04 Almería;0-15 años;% Extranjeros;Hombres;2002;5,74
04 Almería;0-15 años;% Extranjeros;Hombres;2001;3,78
04 Almería;0-15 años;% Extranjeros;Hombres;2000;2,75
04 Almería;0-15 años;% Extranjeros;Hombres;1999;1,86
04 Almería;0-15 años;% Extranjeros;Hombres;1998;1,49
04 Almería;0-15 años;% Extranjeros;Mujeres;2022;21,71
04 Almería;0-15 años;% Extranjeros;Mujeres;2021;21,37
04 Almería;0-15 años;% Extranjeros;Mujeres;2020;21,05
04 Almería;0-15 años;% Extranjeros;Mujeres;2019;20,00
04 Almería;0-15 años;% Extranjeros;Mujeres;2018;19,28
04 Almería;0-15 años;% Extranjeros;Mujeres;2017;18,95
04 Almería;0-15 años;% Extranjeros;Mujeres;2016;19,07
04 Almería;0-15 años;% Extranjeros;Mujeres;2015;19,00
04 Almería;0-15 años;% Extranjeros;Mujeres;2014;19,57
04 Almería;0-15 años;% Extranjeros;Mujeres;2013;19,98
04 Almería;0-15 años;% Extranjeros;Mujeres;2012;20,57
04 Almería;0-15 años;% Extranjeros;Mujeres;2011;20,11
04 Almería;0-15 años;% Extranjeros;Mujeres;2010;19,66
04 Almería;0-15 años;% Extranjeros;Mujeres;2009;18,91
04 Almería;0-15 años;% Extranjeros;Mujeres;2008;17,82
04 Almería;0-15 años;% Extranjeros;Mujeres;2007;16,04
04 Almería;0-15 años;% Extranjeros;Mujeres;2006;14,55
04 Almería;0-15 años;% Extranjeros;Mujeres;2005;13,01
04 Almería;0-15 años;% Extranjeros;Mujeres;2004;10,64
04 Almería;0-15 años;% Extranjeros;Mujeres;2003;8,09
04 Almería;0-15 años;% Extranjeros;Mujeres;2002;5,34
04 Almería;0-15 años;% Extranjeros;Mujeres;2001;3,43
04 Almería;0-15 años;% Extranjeros;Mujeres;2000;2,43
04 Almería;0-15 años;% Extranjeros;Mujeres;1999;1,58
04 Almería;0-15 años;% Extranjeros;Mujeres;1998;1,34
04 Almería;16-64 años;TOTAL;Ambos sexos;2022;496.963
04 Almería;16-64 años;TOTAL;Ambos sexos;2021;490.905
04 Almería;16-64 años;TOTAL;Ambos sexos;2020;488.781
04 Almería;16-64 años;TOTAL;Ambos sexos;2019;481.884
04 Almería;16-64 años;TOTAL;Ambos sexos;2018;477.554
04 Almería;16-64 años;TOTAL;Ambos sexos;2017;477.146
04 Almería;16-64 años;TOTAL;Ambos sexos;2016;476.878
04 Almería;16-64 años;TOTAL;Ambos sexos;2015;475.548
04 Almería;16-64 años;TOTAL;Ambos sexos;2014;478.056
04 Almería;16-64 años;TOTAL;Ambos sexos;2013;478.623
04 Almería;16-64 años;TOTAL;Ambos sexos;2012;484.581
04 Almería;16-64 años;TOTAL;Ambos sexos;2011;486.788
04 Almería;16-64 años;TOTAL;Ambos sexos;2010;483.588
04 Almería;16-64 años;TOTAL;Ambos sexos;2009;476.887
04 Almería;16-64 años;TOTAL;Ambos sexos;2008;464.678
04 Almería;16-64 años;TOTAL;Ambos sexos;2007;449.310
04 Almería;16-64 años;TOTAL;Ambos sexos;2006;441.991
04 Almería;16-64 años;TOTAL;Ambos sexos;2005;423.341
04 Almería;16-64 años;TOTAL;Ambos sexos;2004;394.316
04 Almería;16-64 años;TOTAL;Ambos sexos;2003;382.619
04 Almería;16-64 años;TOTAL;Ambos sexos;2002;367.845
04 Almería;16-64 años;TOTAL;Ambos sexos;2001;357.725
04 Almería;16-64 años;TOTAL;Ambos sexos;2000;345.052
04 Almería;16-64 años;TOTAL;Ambos sexos;1999;339.589
04 Almería;16-64 años;TOTAL;Ambos sexos;1998;333.431
04 Almería;16-64 años;TOTAL;Hombres;2022;259.752
04 Almería;16-64 años;TOTAL;Hombres;2021;256.170
04 Almería;16-64 años;TOTAL;Hombres;2020;255.525
04 Almería;16-64 años;TOTAL;Hombres;2019;251.801
04 Almería;16-64 años;TOTAL;Hombres;2018;249.122
04 Almería;16-64 años;TOTAL;Hombres;2017;248.621
04 Almería;16-64 años;TOTAL;Hombres;2016;248.207
04 Almería;16-64 años;TOTAL;Hombres;2015;246.902
04 Almería;16-64 años;TOTAL;Hombres;2014;248.428
04 Almería;16-64 años;TOTAL;Hombres;2013;248.834
04 Almería;16-64 años;TOTAL;Hombres;2012;253.040
04 Almería;16-64 años;TOTAL;Hombres;2011;256.382
04 Almería;16-64 años;TOTAL;Hombres;2010;255.347
04 Almería;16-64 años;TOTAL;Hombres;2009;252.058
04 Almería;16-64 años;TOTAL;Hombres;2008;245.511
04 Almería;16-64 años;TOTAL;Hombres;2007;237.880
04 Almería;16-64 años;TOTAL;Hombres;2006;236.018
04 Almería;16-64 años;TOTAL;Hombres;2005;223.830
04 Almería;16-64 años;TOTAL;Hombres;2004;204.462
04 Almería;16-64 años;TOTAL;Hombres;2003;198.921
04 Almería;16-64 años;TOTAL;Hombres;2002;190.079
04 Almería;16-64 años;TOTAL;Hombres;2001;184.888
04 Almería;16-64 años;TOTAL;Hombres;2000;175.827
04 Almería;16-64 años;TOTAL;Hombres;1999;172.727
04 Almería;16-64 años;TOTAL;Hombres;1998;169.293
04 Almería;16-64 años;TOTAL;Mujeres;2022;237.211
04 Almería;16-64 años;TOTAL;Mujeres;2021;234.735
04 Almería;16-64 años;TOTAL;Mujeres;2020;233.256
04 Almería;16-64 años;TOTAL;Mujeres;2019;230.083
04 Almería;16-64 años;TOTAL;Mujeres;2018;228.432
04 Almería;16-64 años;TOTAL;Mujeres;2017;228.525
04 Almería;16-64 años;TOTAL;Mujeres;2016;228.671
04 Almería;16-64 años;TOTAL;Mujeres;2015;228.646
04 Almería;16-64 años;TOTAL;Mujeres;2014;229.628
04 Almería;16-64 años;TOTAL;Mujeres;2013;229.789
04 Almería;16-64 años;TOTAL;Mujeres;2012;231.541
04 Almería;16-64 años;TOTAL;Mujeres;2011;230.406
04 Almería;16-64 años;TOTAL;Mujeres;2010;228.241
04 Almería;16-64 años;TOTAL;Mujeres;2009;224.829
04 Almería;16-64 años;TOTAL;Mujeres;2008;219.167
04 Almería;16-64 años;TOTAL;Mujeres;2007;211.430
04 Almería;16-64 años;TOTAL;Mujeres;2006;205.973
04 Almería;16-64 años;TOTAL;Mujeres;2005;199.511
04 Almería;16-64 años;TOTAL;Mujeres;2004;189.854
04 Almería;16-64 años;TOTAL;Mujeres;2003;183.698
04 Almería;16-64 años;TOTAL;Mujeres;2002;177.766
04 Almería;16-64 años;TOTAL;Mujeres;2001;172.838
04 Almería;16-64 años;TOTAL;Mujeres;2000;169.224
04 Almería;16-64 años;TOTAL;Mujeres;1999;166.862
04 Almería;16-64 años;TOTAL;Mujeres;1998;164.138
04 Almería;16-64 años;Españoles;Ambos sexos;2022;377.822
04 Almería;16-64 años;Españoles;Ambos sexos;2021;376.183
04 Almería;16-64 años;Españoles;Ambos sexos;2020;374.892
04 Almería;16-64 años;Españoles;Ambos sexos;2019;374.113
04 Almería;16-64 años;Españoles;Ambos sexos;2018;374.182
04 Almería;16-64 años;Españoles;Ambos sexos;2017;374.922
04 Almería;16-64 años;Españoles;Ambos sexos;2016;373.956
04 Almería;16-64 años;Españoles;Ambos sexos;2015;372.785
04 Almería;16-64 años;Españoles;Ambos sexos;2014;371.327
04 Almería;16-64 años;Españoles;Ambos sexos;2013;368.457
04 Almería;16-64 años;Españoles;Ambos sexos;2012;367.672
04 Almería;16-64 años;Españoles;Ambos sexos;2011;366.738
04 Almería;16-64 años;Españoles;Ambos sexos;2010;365.747
04 Almería;16-64 años;Españoles;Ambos sexos;2009;363.987
04 Almería;16-64 años;Españoles;Ambos sexos;2008;361.408
04 Almería;16-64 años;Españoles;Ambos sexos;2007;357.362
04 Almería;16-64 años;Españoles;Ambos sexos;2006;352.546
04 Almería;16-64 años;Españoles;Ambos sexos;2005;348.680
04 Almería;16-64 años;Españoles;Ambos sexos;2004;342.768
04 Almería;16-64 años;Españoles;Ambos sexos;2003;337.943
04 Almería;16-64 años;Españoles;Ambos sexos;2002;336.289
04 Almería;16-64 años;Españoles;Ambos sexos;2001;333.210
04 Almería;16-64 años;Españoles;Ambos sexos;2000;330.204
04 Almería;16-64 años;Españoles;Ambos sexos;1999;327.543
04 Almería;16-64 años;Españoles;Ambos sexos;1998;322.748
04 Almería;16-64 años;Españoles;Hombres;2022;190.936
04 Almería;16-64 años;Españoles;Hombres;2021;190.108
04 Almería;16-64 años;Españoles;Hombres;2020;189.607
04 Almería;16-64 años;Españoles;Hombres;2019;189.308
04 Almería;16-64 años;Españoles;Hombres;2018;189.553
04 Almería;16-64 años;Españoles;Hombres;2017;189.979
04 Almería;16-64 años;Españoles;Hombres;2016;189.506
04 Almería;16-64 años;Españoles;Hombres;2015;188.822
04 Almería;16-64 años;Españoles;Hombres;2014;188.084
04 Almería;16-64 años;Españoles;Hombres;2013;186.715
04 Almería;16-64 años;Españoles;Hombres;2012;186.267
04 Almería;16-64 años;Españoles;Hombres;2011;185.797
04 Almería;16-64 años;Españoles;Hombres;2010;185.264
04 Almería;16-64 años;Españoles;Hombres;2009;184.412
04 Almería;16-64 años;Españoles;Hombres;2008;183.180
04 Almería;16-64 años;Españoles;Hombres;2007;181.032
04 Almería;16-64 años;Españoles;Hombres;2006;178.409
04 Almería;16-64 años;Españoles;Hombres;2005;176.064
04 Almería;16-64 años;Españoles;Hombres;2004;172.914
04 Almería;16-64 años;Españoles;Hombres;2003;170.151
04 Almería;16-64 años;Españoles;Hombres;2002;169.265
04 Almería;16-64 años;Españoles;Hombres;2001;167.551
04 Almería;16-64 años;Españoles;Hombres;2000;165.629
04 Almería;16-64 años;Españoles;Hombres;1999;164.273
04 Almería;16-64 años;Españoles;Hombres;1998;161.787
04 Almería;16-64 años;Españoles;Mujeres;2022;186.886
04 Almería;16-64 años;Españoles;Mujeres;2021;186.075
04 Almería;16-64 años;Españoles;Mujeres;2020;185.285
04 Almería;16-64 años;Españoles;Mujeres;2019;184.805
04 Almería;16-64 años;Españoles;Mujeres;2018;184.629
04 Almería;16-64 años;Españoles;Mujeres;2017;184.943
04 Almería;16-64 años;Españoles;Mujeres;2016;184.450
04 Almería;16-64 años;Españoles;Mujeres;2015;183.963
04 Almería;16-64 años;Españoles;Mujeres;2014;183.243
04 Almería;16-64 años;Españoles;Mujeres;2013;181.742
04 Almería;16-64 años;Españoles;Mujeres;2012;181.405
04 Almería;16-64 años;Españoles;Mujeres;2011;180.941
04 Almería;16-64 años;Españoles;Mujeres;2010;180.483
04 Almería;16-64 años;Españoles;Mujeres;2009;179.575
04 Almería;16-64 años;Españoles;Mujeres;2008;178.228
04 Almería;16-64 años;Españoles;Mujeres;2007;176.330
04 Almería;16-64 años;Españoles;Mujeres;2006;174.137
04 Almería;16-64 años;Españoles;Mujeres;2005;172.616
04 Almería;16-64 años;Españoles;Mujeres;2004;169.854
04 Almería;16-64 años;Españoles;Mujeres;2003;167.792
04 Almería;16-64 años;Españoles;Mujeres;2002;167.024
04 Almería;16-64 años;Españoles;Mujeres;2001;165.659
04 Almería;16-64 años;Españoles;Mujeres;2000;164.575
04 Almería;16-64 años;Españoles;Mujeres;1999;163.270
04 Almería;16-64 años;Españoles;Mujeres;1998;160.960
04 Almería;16-64 años;Extranjeros;Ambos sexos;2022;119.141
04 Almería;16-64 años;Extranjeros;Ambos sexos;2021;114.722
04 Almería;16-64 años;Extranjeros;Ambos sexos;2020;113.889
04 Almería;16-64 años;Extranjeros;Ambos sexos;2019;107.771
04 Almería;16-64 años;Extranjeros;Ambos sexos;2018;103.372
04 Almería;16-64 años;Extranjeros;Ambos sexos;2017;102.224
04 Almería;16-64 años;Extranjeros;Ambos sexos;2016;102.922
04 Almería;16-64 años;Extranjeros;Ambos sexos;2015;102.763
04 Almería;16-64 años;Extranjeros;Ambos sexos;2014;106.729
04 Almería;16-64 años;Extranjeros;Ambos sexos;2013;110.166
04 Almería;16-64 años;Extranjeros;Ambos sexos;2012;116.909
04 Almería;16-64 años;Extranjeros;Ambos sexos;2011;120.050
04 Almería;16-64 años;Extranjeros;Ambos sexos;2010;117.841
04 Almería;16-64 años;Extranjeros;Ambos sexos;2009;112.900
04 Almería;16-64 años;Extranjeros;Ambos sexos;2008;103.270
04 Almería;16-64 años;Extranjeros;Ambos sexos;2007;91.948
04 Almería;16-64 años;Extranjeros;Ambos sexos;2006;89.445
04 Almería;16-64 años;Extranjeros;Ambos sexos;2005;74.661
04 Almería;16-64 años;Extranjeros;Ambos sexos;2004;51.548
04 Almería;16-64 años;Extranjeros;Ambos sexos;2003;44.676
04 Almería;16-64 años;Extranjeros;Ambos sexos;2002;31.556
04 Almería;16-64 años;Extranjeros;Ambos sexos;2001;24.516
04 Almería;16-64 años;Extranjeros;Ambos sexos;2000;14.847
04 Almería;16-64 años;Extranjeros;Ambos sexos;1999;12.045
04 Almería;16-64 años;Extranjeros;Ambos sexos;1998;10.684
04 Almería;16-64 años;Extranjeros;Hombres;2022;68.816
04 Almería;16-64 años;Extranjeros;Hombres;2021;66.062
04 Almería;16-64 años;Extranjeros;Hombres;2020;65.918
04 Almería;16-64 años;Extranjeros;Hombres;2019;62.493
04 Almería;16-64 años;Extranjeros;Hombres;2018;59.569
04 Almería;16-64 años;Extranjeros;Hombres;2017;58.642
04 Almería;16-64 años;Extranjeros;Hombres;2016;58.701
04 Almería;16-64 años;Extranjeros;Hombres;2015;58.080
04 Almería;16-64 años;Extranjeros;Hombres;2014;60.344
04 Almería;16-64 años;Extranjeros;Hombres;2013;62.119
04 Almería;16-64 años;Extranjeros;Hombres;2012;66.773
04 Almería;16-64 años;Extranjeros;Hombres;2011;70.585
04 Almería;16-64 años;Extranjeros;Hombres;2010;70.083
04 Almería;16-64 años;Extranjeros;Hombres;2009;67.646
04 Almería;16-64 años;Extranjeros;Hombres;2008;62.331
04 Almería;16-64 años;Extranjeros;Hombres;2007;56.848
04 Almería;16-64 años;Extranjeros;Hombres;2006;57.609
04 Almería;16-64 años;Extranjeros;Hombres;2005;47.766
04 Almería;16-64 años;Extranjeros;Hombres;2004;31.548
04 Almería;16-64 años;Extranjeros;Hombres;2003;28.770
04 Almería;16-64 años;Extranjeros;Hombres;2002;20.814
04 Almería;16-64 años;Extranjeros;Hombres;2001;17.337
04 Almería;16-64 años;Extranjeros;Hombres;2000;10.199
04 Almería;16-64 años;Extranjeros;Hombres;1999;8.454
04 Almería;16-64 años;Extranjeros;Hombres;1998;7.506
04 Almería;16-64 años;Extranjeros;Mujeres;2022;50.325
04 Almería;16-64 años;Extranjeros;Mujeres;2021;48.660
04 Almería;16-64 años;Extranjeros;Mujeres;2020;47.971
04 Almería;16-64 años;Extranjeros;Mujeres;2019;45.278
04 Almería;16-64 años;Extranjeros;Mujeres;2018;43.803
04 Almería;16-64 años;Extranjeros;Mujeres;2017;43.582
04 Almería;16-64 años;Extranjeros;Mujeres;2016;44.221
04 Almería;16-64 años;Extranjeros;Mujeres;2015;44.683
04 Almería;16-64 años;Extranjeros;Mujeres;2014;46.385
04 Almería;16-64 años;Extranjeros;Mujeres;2013;48.047
04 Almería;16-64 años;Extranjeros;Mujeres;2012;50.136
04 Almería;16-64 años;Extranjeros;Mujeres;2011;49.465
04 Almería;16-64 años;Extranjeros;Mujeres;2010;47.758
04 Almería;16-64 años;Extranjeros;Mujeres;2009;45.254
04 Almería;16-64 años;Extranjeros;Mujeres;2008;40.939
04 Almería;16-64 años;Extranjeros;Mujeres;2007;35.100
04 Almería;16-64 años;Extranjeros;Mujeres;2006;31.836
04 Almería;16-64 años;Extranjeros;Mujeres;2005;26.895
04 Almería;16-64 años;Extranjeros;Mujeres;2004;20.000
04 Almería;16-64 años;Extranjeros;Mujeres;2003;15.906
04 Almería;16-64 años;Extranjeros;Mujeres;2002;10.742
04 Almería;16-64 años;Extranjeros;Mujeres;2001;7.179
04 Almería;16-64 años;Extranjeros;Mujeres;2000;4.649
04 Almería;16-64 años;Extranjeros;Mujeres;1999;3.592
04 Almería;16-64 años;Extranjeros;Mujeres;1998;3.178
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2022;23,97
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2021;23,37
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2020;23,30
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2019;22,36
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2018;21,65
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2017;21,42
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2016;21,58
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2015;21,61
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2014;22,33
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2013;23,02
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2012;24,13
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2011;24,66
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2010;24,37
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2009;23,67
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2008;22,22
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2007;20,46
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2006;20,24
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2005;17,64
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2004;13,07
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2003;11,68
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2002;8,58
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2001;6,85
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2000;4,30
04 Almería;16-64 años;% Extranjeros;Ambos sexos;1999;3,55
04 Almería;16-64 años;% Extranjeros;Ambos sexos;1998;3,20
04 Almería;16-64 años;% Extranjeros;Hombres;2022;26,49
04 Almería;16-64 años;% Extranjeros;Hombres;2021;25,79
04 Almería;16-64 años;% Extranjeros;Hombres;2020;25,80
04 Almería;16-64 años;% Extranjeros;Hombres;2019;24,82
04 Almería;16-64 años;% Extranjeros;Hombres;2018;23,91
04 Almería;16-64 años;% Extranjeros;Hombres;2017;23,59
04 Almería;16-64 años;% Extranjeros;Hombres;2016;23,65
04 Almería;16-64 años;% Extranjeros;Hombres;2015;23,52
04 Almería;16-64 años;% Extranjeros;Hombres;2014;24,29
04 Almería;16-64 años;% Extranjeros;Hombres;2013;24,96
04 Almería;16-64 años;% Extranjeros;Hombres;2012;26,39
04 Almería;16-64 años;% Extranjeros;Hombres;2011;27,53
04 Almería;16-64 años;% Extranjeros;Hombres;2010;27,45
04 Almería;16-64 años;% Extranjeros;Hombres;2009;26,84
04 Almería;16-64 años;% Extranjeros;Hombres;2008;25,39
04 Almería;16-64 años;% Extranjeros;Hombres;2007;23,90
04 Almería;16-64 años;% Extranjeros;Hombres;2006;24,41
04 Almería;16-64 años;% Extranjeros;Hombres;2005;21,34
04 Almería;16-64 años;% Extranjeros;Hombres;2004;15,43
04 Almería;16-64 años;% Extranjeros;Hombres;2003;14,46
04 Almería;16-64 años;% Extranjeros;Hombres;2002;10,95
04 Almería;16-64 años;% Extranjeros;Hombres;2001;9,38
04 Almería;16-64 años;% Extranjeros;Hombres;2000;5,80
04 Almería;16-64 años;% Extranjeros;Hombres;1999;4,89
04 Almería;16-64 años;% Extranjeros;Hombres;1998;4,43
04 Almería;16-64 años;% Extranjeros;Mujeres;2022;21,22
